Epoch: 0, Loss: 0.05799011484836228, Learning rate: [0.005], Start:17:13:01.958292 - End:17:14:40.885796, Prediction: [0.06667299568653107].
Epoch: 142, Loss: 0.009682770023937337, Learning rate: [0.000849454738352254], Start:13:23:46.401502 - End:13:30:18.543879, Prediction: [0.7874345779418945].
Epoch: 143, Loss: 0.010767326961504295, Learning rate: [0.000849454738352254], Start:13:30:18.543879 - End:13:36:57.525909, Prediction: [0.8350291848182678].
Epoch: 144, Loss: 0.011311911148659419, Learning rate: [0.000849454738352254], Start:13:36:57.525909 - End:13:42:54.347181, Prediction: [0.8475497364997864].
Epoch: 145, Loss: 0.010093534820480272, Learning rate: [0.0007220365275994159], Start:13:42:54.348178 - End:13:47:58.706226, Prediction: [0.8899022340774536].
Epoch: 146, Loss: 0.011961421376327053, Learning rate: [0.0007220365275994159], Start:13:47:58.706226 - End:13:53:14.704145, Prediction: [0.8527729511260986].
Epoch: 147, Loss: 0.010483585459296592, Learning rate: [0.0007220365275994159], Start:13:53:14.712123 - End:13:58:30.283183, Prediction: [0.8715092539787292].
Epoch: 148, Loss: 0.01038747637590859, Learning rate: [0.0007220365275994159], Start:13:58:30.284181 - End:14:03:46.347923, Prediction: [0.8797584772109985].
Epoch: 149, Loss: 0.011283995038538705, Learning rate: [0.0006137310484595035], Start:14:03:46.348921 - End:14:09:01.921975, Prediction: [0.79651939868927].
Epoch: 150, Loss: 0.012347827845369466, Learning rate: [0.0006137310484595035], Start:14:09:01.922973 - End:14:14:11.595806, Prediction: [0.8047160506248474].
Epoch: 151, Loss: 0.009805174309003633, Learning rate: [0.0006137310484595035], Start:14:14:11.595806 - End:14:19:26.090744, Prediction: [0.8611024022102356].
Epoch: 152, Loss: 0.009953253358253278, Learning rate: [0.0006137310484595035], Start:14:19:26.091742 - End:14:24:40.709352, Prediction: [0.880835235118866].
Epoch: 153, Loss: 0.00926433642860502, Learning rate: [0.000521671391190578], Start:14:24:40.710349 - End:14:29:55.068652, Prediction: [0.8328741788864136].
Epoch: 154, Loss: 0.01125789807003457, Learning rate: [0.000521671391190578], Start:14:29:55.068652 - End:14:35:07.553965, Prediction: [0.8714938163757324].
Epoch: 155, Loss: 0.009576013448240701, Learning rate: [0.000521671391190578], Start:14:35:07.553965 - End:14:40:20.759351, Prediction: [0.8327828049659729].
Epoch: 156, Loss: 0.01009386254590936, Learning rate: [0.000521671391190578], Start:14:40:20.760348 - End:14:45:34.919186, Prediction: [0.8296052813529968].
Epoch: 157, Loss: 0.007517796622996684, Learning rate: [0.0004434206825119913], Start:14:45:34.920183 - End:14:51:05.675635, Prediction: [0.8483564257621765].
Epoch: 158, Loss: 0.009506738084019162, Learning rate: [0.0004434206825119913], Start:14:51:05.676633 - End:14:56:28.246973, Prediction: [0.8516802787780762].
Epoch: 159, Loss: 0.011926332391740289, Learning rate: [0.0004434206825119913], Start:14:56:28.247971 - End:15:02:17.395237, Prediction: [0.9006164073944092].
Epoch: 160, Loss: 0.011745959846011829, Learning rate: [0.0004434206825119913], Start:15:02:17.396235 - End:15:07:15.730501, Prediction: [0.8634232878684998].
Epoch: 161, Loss: 0.010771727884930441, Learning rate: [0.0003769075801351926], Start:15:07:15.730501 - End:15:11:47.825789, Prediction: [0.8764880895614624].
Epoch: 162, Loss: 0.008969728037482128, Learning rate: [0.0003769075801351926], Start:15:11:47.826786 - End:15:17:04.905813, Prediction: [0.8943338990211487].
Epoch: 163, Loss: 0.010168895268288907, Learning rate: [0.0003769075801351926], Start:15:17:04.906812 - End:15:22:28.381733, Prediction: [0.8544178009033203].
Epoch: 164, Loss: 0.011202156900835689, Learning rate: [0.0003769075801351926], Start:15:22:28.382731 - End:15:27:43.047216, Prediction: [0.900845468044281].
Epoch: 165, Loss: 0.009177060128422454, Learning rate: [0.0003203714431149137], Start:15:27:43.048213 - End:15:32:59.174788, Prediction: [0.8677220940589905].
Epoch: 166, Loss: 0.013211654943588655, Learning rate: [0.0003203714431149137], Start:15:32:59.174788 - End:15:38:14.070653, Prediction: [0.8655439019203186].
Epoch: 167, Loss: 0.010389592981955503, Learning rate: [0.0003203714431149137], Start:15:38:14.071651 - End:15:43:29.157009, Prediction: [0.8698601722717285].
Epoch: 168, Loss: 0.010096506631816738, Learning rate: [0.0003203714431149137], Start:15:43:29.157009 - End:15:48:44.596928, Prediction: [0.8684122562408447].
Epoch: 169, Loss: 0.008573069206613581, Learning rate: [0.0002723157266476766], Start:15:48:44.596928 - End:15:53:59.531689, Prediction: [0.853175699710846].
Epoch: 170, Loss: 0.009856927193613956, Learning rate: [0.0002723157266476766], Start:15:53:59.532686 - End:15:59:14.602088, Prediction: [0.8750211596488953].
Epoch: 171, Loss: 0.009104087157174945, Learning rate: [0.0002723157266476766], Start:15:59:14.603086 - End:16:04:29.539842, Prediction: [0.8781560063362122].
Epoch: 172, Loss: 0.00999181621009484, Learning rate: [0.0002723157266476766], Start:16:04:29.539842 - End:16:09:44.511505, Prediction: [0.8623164296150208].
Epoch: 173, Loss: 0.008408836316957604, Learning rate: [0.00023146836765052512], Start:16:09:44.511505 - End:16:14:13.495444, Prediction: [0.870826244354248].
Epoch: 174, Loss: 0.011495161300990731, Learning rate: [0.00023146836765052512], Start:16:14:13.496441 - End:16:18:35.069391, Prediction: [0.893681526184082].
Epoch: 175, Loss: 0.007590526983840391, Learning rate: [0.00023146836765052512], Start:16:18:35.070389 - End:16:23:53.132292, Prediction: [0.8663026690483093].
Epoch: 176, Loss: 0.010908726155175828, Learning rate: [0.00023146836765052512], Start:16:23:53.132292 - End:16:29:11.976599, Prediction: [0.8865298628807068].
Epoch: 177, Loss: 0.011652571150916629, Learning rate: [0.00019674811250294634], Start:16:29:11.977596 - End:16:34:23.057667, Prediction: [0.8626211881637573].
Epoch: 178, Loss: 0.010368463934864848, Learning rate: [0.00019674811250294634], Start:16:34:23.058664 - End:16:39:40.566545, Prediction: [0.8403618335723877].
Epoch: 179, Loss: 0.011520480194594711, Learning rate: [0.00019674811250294634], Start:16:39:40.567543 - End:16:45:04.397961, Prediction: [0.8626965284347534].
#
Epoch: 170, Loss: 0.008899315274211403, Learning rate: [0.0002723157266476766], Start:16:48:46.205675 - End:17:01:21.086334, Prediction: [0.8700925707817078].
Epoch: 171, Loss: 0.009572996341157705, Learning rate: [0.0002723157266476766], Start:17:01:21.087331 - End:17:13:33.042898, Prediction: [0.8839924335479736].
Epoch: 172, Loss: 0.009981802976253675, Learning rate: [0.0002723157266476766], Start:17:13:33.043896 - End:17:26:06.609615, Prediction: [0.8687214255332947].
Epoch: 173, Loss: 0.01042871540354099, Learning rate: [0.0002723157266476766], Start:17:26:06.610613 - End:17:37:12.622982, Prediction: [0.8607659935951233].
Epoch: 174, Loss: 0.009542373596777906, Learning rate: [0.0002668694121147231], Start:17:37:12.622982 - End:17:50:17.990623, Prediction: [0.8538093566894531].
Epoch: 175, Loss: 0.010120931749406736, Learning rate: [0.0002668694121147231], Start:17:50:17.991620 - End:18:01:36.457189, Prediction: [0.8535705804824829].
